measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,year_id,val,upper,lower
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,1994,0.276742269,0.284403873,0.269153202
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,1995,0.389712832,0.400953866,0.377514166
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,1995,0.167229582,0.1793434,0.155907463
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,1995,0.274979176,0.283206701,0.26690006
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,1996,0.386743076,0.398076528,0.374869019
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,1996,0.168274399,0.180720289,0.156988972
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,1996,0.274210083,0.282981897,0.26591615
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,1997,0.384655311,0.397233414,0.372244079
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,1997,0.170638719,0.183741444,0.158445473
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,1997,0.274526583,0.283849897,0.266009867
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,1998,0.383471876,0.396631945,0.370932621
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,1998,0.174072034,0.186992771,0.161600594
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,1998,0.275805901,0.285150355,0.267101827
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,1999,0.382374937,0.395560852,0.36930385
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,1999,0.177991226,0.191561528,0.16487796
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,1999,0.277346938,0.286987676,0.268484579
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2000,0.380683384,0.394102433,0.366741633
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2000,0.182110492,0.196316738,0.168823685
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2000,0.278669714,0.288381026,0.269664699
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2001,0.378526861,0.391743023,0.364727987
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2001,0.186005263,0.200233452,0.172635675
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2001,0.279631295,0.289203694,0.270343569
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2002,0.375951285,0.389425815,0.361998354
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2002,0.189461163,0.204077809,0.176443381
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2002,0.280136235,0.289949371,0.270674373
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2003,0.372592118,0.386396432,0.359049641
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2003,0.192188274,0.206825836,0.178993218
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2003,0.279881356,0.289627798,0.270287329
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2004,0.369132243,0.383041174,0.355402339
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2004,0.194602744,0.207563008,0.181206403
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2004,0.279415338,0.289110203,0.269837932
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2005,0.365712573,0.379360446,0.351980281
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2005,0.196943173,0.209711896,0.183905772
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2005,0.278925445,0.288592758,0.269002958
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2006,0.361992103,0.375535436,0.348029894
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2006,0.198650097,0.211791902,0.185152398
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2006,0.277972006,0.287471149,0.268053148
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2007,0.358590202,0.371864705,0.34483516
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2007,0.200708931,0.213653706,0.187422921
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2007,0.277328437,0.286764736,0.267296458
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2008,0.355265013,0.368633781,0.341375695
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2008,0.203093799,0.216922345,0.189955415
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2008,0.276882389,0.286437845,0.266687879
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2009,0.352143424,0.365150182,0.338423308
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2009,0.205934437,0.219752594,0.193174922
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2009,0.276755852,0.286724713,0.26730425
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2010,0.349308857,0.362317201,0.33541632
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2010,0.209259976,0.222970512,0.196540699
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2010,0.277000227,0.28653743,0.267480386
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2011,0.346775803,0.359430962,0.333219086
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2011,0.212978524,0.226977054,0.199501614
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2011,0.277594037,0.286855172,0.268229696
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2012,0.344916987,0.357330677,0.3315337
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2012,0.217042152,0.230889477,0.203749378
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2012,0.278708405,0.288144107,0.269864003
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2013,0.343380637,0.355620532,0.330169575
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2013,0.220892215,0.23512843,0.207924296
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2013,0.279887681,0.289136663,0.271022442
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2014,0.341732782,0.354365522,0.328853549
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2014,0.223857517,0.237713507,0.211101295
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2014,0.280587407,0.290320505,0.271604523
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2015,0.339978242,0.352649987,0.326276951
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2015,0.225845907,0.240329933,0.212402575
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2015,0.280766827,0.290805597,0.271470686
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2016,0.33835865,0.351438651,0.324614481
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2016,0.227146192,0.241887978,0.212404904
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2016,0.280672227,0.291186461,0.270581224
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2017,0.336709519,0.350362861,0.321926486
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2017,0.22720828,0.243970089,0.210834467
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2017,0.279923786,0.291415995,0.268737569
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2018,0.335391555,0.349828068,0.319907567
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2018,0.226311747,0.245945453,0.206416505
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2018,0.278847227,0.291255311,0.265918361
Age-Standardized Smoking Prevalence,91,Portugal,1,Male,29,15+ years,2019,0.3337439,0.349535951,0.316789877
Age-Standardized Smoking Prevalence,91,Portugal,2,Female,29,15+ years,2019,0.224493469,0.246926028,0.202389516
Age-Standardized Smoking Prevalence,91,Portugal,3,Both,29,15+ years,2019,0.277134887,0.290666279,0.262958519
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,1990,0.50893729,0.518117079,0.499839371
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,1990,0.322702609,0.332873067,0.313057274
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,1990,0.412299089,0.418950523,0.40526541
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,1991,0.500696297,0.509025206,0.491790785
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,1991,0.321307946,0.330919979,0.311834708
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,1991,0.407638181,0.414186006,0.40114247
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,1992,0.491819389,0.499764758,0.482924954
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,1992,0.318935272,0.328406411,0.309606577
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,1992,0.402170615,0.408284796,0.395784346
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,1993,0.482437841,0.490159372,0.474100436
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,1993,0.315610665,0.32498569,0.306673721
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,1993,0.395983693,0.402153683,0.389774045
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,1994,0.472999303,0.48039367,0.464948002
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,1994,0.311600665,0.320759788,0.3026676
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,1994,0.389433822,0.395519691,0.383683119
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,1995,0.464016101,0.471198258,0.456568532
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,1995,0.307589362,0.316302353,0.299290336
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,1995,0.383097495,0.388864842,0.377672794
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,1996,0.455742383,0.462697053,0.448568782
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,1996,0.303836722,0.312825488,0.295339243
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,1996,0.377276089,0.383172868,0.371970166
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,1997,0.448537828,0.455827836,0.44124933
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,1997,0.300889842,0.310357248,0.292281017
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,1997,0.37239683,0.378321177,0.366969423
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,1998,0.442603956,0.450015773,0.435245092
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,1998,0.299398537,0.308429496,0.290559883
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,1998,0.368885715,0.374894336,0.363086016
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,1999,0.438362969,0.446279566,0.430398722
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,1999,0.300147437,0.309803062,0.290933466
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,1999,0.367337466,0.373489605,0.361402708
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2000,0.435910163,0.444009366,0.427683334
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2000,0.303566957,0.313445281,0.293876055
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2000,0.368000691,0.374664236,0.361393643
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2001,0.435187199,0.443627663,0.426680484
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2001,0.309489234,0.319215793,0.299554201
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2001,0.370789021,0.377603461,0.363960458
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2002,0.436055206,0.444857157,0.427285314
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2002,0.317346723,0.327593319,0.307242352
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2002,0.375319142,0.382462482,0.368498869
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2003,0.437096317,0.446353074,0.428163479
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2003,0.325552737,0.336610649,0.315176483
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2003,0.380082442,0.387036569,0.373394965
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2004,0.438394769,0.447578075,0.429473544
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2004,0.333885868,0.34530652,0.323336196
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2004,0.385013763,0.392253334,0.378135002
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2005,0.439363663,0.449168395,0.43040369
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2005,0.341465748,0.352642723,0.33102023
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2005,0.389381717,0.396923954,0.382497912
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2006,0.439171797,0.449007473,0.429545176
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2006,0.347056707,0.357820265,0.336476463
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2006,0.392176126,0.399725099,0.385312361
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2007,0.436748714,0.446661028,0.427318226
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2007,0.349369491,0.359940516,0.337955037
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2007,0.392198018,0.399578223,0.384983998
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2008,0.431066493,0.441245592,0.421381578
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2008,0.347128122,0.358026844,0.33580133
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2008,0.388325928,0.395561059,0.380800185
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2009,0.422160209,0.432831772,0.411803372
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2009,0.340775105,0.352040529,0.329327353
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2009,0.380780687,0.388505022,0.372765671
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2010,0.410493228,0.421106709,0.399926931
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2010,0.331123906,0.343133885,0.319588905
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2010,0.370187572,0.377792705,0.36185144
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2011,0.396839062,0.407826761,0.385794469
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2011,0.319399003,0.331583898,0.308169865
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2011,0.357564264,0.3654224,0.349001912
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2012,0.382321147,0.393509431,0.370915753
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2012,0.306867703,0.31909457,0.295251384
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2012,0.344096615,0.352583855,0.335619483
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2013,0.367478261,0.378766297,0.355798584
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2013,0.294382417,0.306723817,0.282296163
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2013,0.330467812,0.339231881,0.321819042
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2014,0.352988357,0.364924481,0.340700209
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2014,0.28248382,0.295273524,0.269819578
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2014,0.317301427,0.326251939,0.308583573
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2015,0.339834149,0.352976684,0.326864908
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2015,0.271932797,0.285869849,0.258858157
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2015,0.305465957,0.315223263,0.296368021
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2016,0.328378403,0.34231761,0.31441994
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2016,0.263033786,0.278353361,0.248590162
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2016,0.295300105,0.306074584,0.285982214
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2017,0.319111945,0.334064781,0.304359188
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2017,0.255904621,0.274301521,0.240220017
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2017,0.287097544,0.299431758,0.276883969
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2018,0.312788518,0.328407648,0.297081074
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2018,0.250773982,0.272014145,0.232944357
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2018,0.281363524,0.294556377,0.269957845
Age-Standardized Smoking Prevalence,92,Spain,1,Male,29,15+ years,2019,0.307495552,0.324624194,0.290987852
Age-Standardized Smoking Prevalence,92,Spain,2,Female,29,15+ years,2019,0.246462917,0.268236298,0.226129029
Age-Standardized Smoking Prevalence,92,Spain,3,Both,29,15+ years,2019,0.276555309,0.291044691,0.26397566
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,1990,0.223597653,0.234142227,0.212960117
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,1990,0.272388941,0.287527926,0.256793061
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,1990,0.247034805,0.256061551,0.237468394
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,1991,0.218870397,0.22918968,0.208601164
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,1991,0.268381731,0.283249379,0.253264542
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,1991,0.242706729,0.251620019,0.233488244
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,1992,0.214187359,0.22440213,0.204208357
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,1992,0.264596475,0.278800064,0.249859654
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,1992,0.238509071,0.247312191,0.229642947
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,1993,0.209457927,0.219252282,0.199792902
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,1993,0.260916976,0.274861617,0.246473904
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,1993,0.234346382,0.24327572,0.225880358
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,1994,0.204588683,0.214329473,0.195271539
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,1994,0.257186323,0.270637826,0.24377984
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,1994,0.230086868,0.238274798,0.221772532
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,1995,0.199619689,0.209093275,0.190521089
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,1995,0.253331107,0.266190823,0.240377872
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,1995,0.225724344,0.233464063,0.21754565
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,1996,0.194494889,0.203694416,0.185604066
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,1996,0.249209181,0.261587411,0.236454786
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,1996,0.221148468,0.228923108,0.213321096
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,1997,0.189716072,0.198620606,0.180929479
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,1997,0.24522179,0.256960153,0.233256488
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,1997,0.216812401,0.224294911,0.209210762
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,1998,0.185042914,0.193576187,0.176798349
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,1998,0.241072304,0.251996472,0.229531726
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,1998,0.212442145,0.219411111,0.20516723
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,1999,0.180478906,0.188803755,0.172344774
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,1999,0.236631572,0.246899209,0.225702463
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,1999,0.207984751,0.214657132,0.201017711
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2000,0.175933999,0.183748283,0.167920748
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2000,0.231547627,0.242020844,0.221437509
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2000,0.203217094,0.209256273,0.196526902
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2001,0.171488836,0.179120959,0.163733668
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2001,0.226014925,0.235945393,0.215742867
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2001,0.198275324,0.204055826,0.191940343
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2002,0.167041353,0.174636511,0.159440823
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2002,0.219842914,0.229270439,0.209843921
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2002,0.193013369,0.198543525,0.186834357
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2003,0.162265989,0.16940739,0.154825487
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2003,0.212427878,0.221755157,0.203548646
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2003,0.18696165,0.192483995,0.181274437
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2004,0.157285919,0.164104354,0.15021427
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2004,0.204345633,0.213283082,0.195240006
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2004,0.180477013,0.186013623,0.175180025
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2005,0.152546417,0.159299807,0.14587746
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2005,0.196061711,0.204619137,0.187455809
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2005,0.174012037,0.179542306,0.168833033
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2006,0.147766866,0.154407392,0.141352936
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2006,0.187696165,0.196357354,0.179096968
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2006,0.167480108,0.172958925,0.162434375
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2007,0.143499529,0.150076899,0.137183211
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2007,0.179897732,0.188774687,0.171230206
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2007,0.16148291,0.16690728,0.156443306
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2008,0.139434212,0.145852214,0.13303302
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2008,0.172656542,0.18110785,0.164037292
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2008,0.155857971,0.161233148,0.15064187
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2009,0.135684629,0.142439029,0.129145502
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2009,0.165960972,0.174779112,0.15704187
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2009,0.150657748,0.155863879,0.145530344
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2010,0.132410673,0.139666772,0.125654272
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2010,0.159959544,0.168894852,0.150651448
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2010,0.146034167,0.151357065,0.140535487
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2011,0.12950115,0.137009797,0.122577186
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2011,0.15464463,0.164451023,0.145195398
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2011,0.141935373,0.147810278,0.136051127
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2012,0.127072312,0.134786552,0.119991682
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2012,0.150322251,0.161021363,0.140301965
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2012,0.138565218,0.14484015,0.132371058
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2013,0.12530228,0.133438651,0.117642542
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2013,0.14705122,0.158461956,0.136234443
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2013,0.136039758,0.142977087,0.129138938
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2014,0.124313773,0.132687247,0.116427884
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2014,0.144959568,0.1576201,0.133230666
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2014,0.134494616,0.142205376,0.126907535
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2015,0.123599613,0.1324332,0.115084855
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2015,0.143632466,0.15799045,0.130376808
Age-Standardized Smoking Prevalence,93,Sweden,3,Both,29,15+ years,2015,0.133468072,0.142082134,0.125297209
Age-Standardized Smoking Prevalence,93,Sweden,1,Male,29,15+ years,2016,0.123088445,0.132427293,0.113905186
Age-Standardized Smoking Prevalence,93,Sweden,2,Female,29,15+ years,2016,0.142862328,0.159376774,0.128556718
